ResponseID,ParticipantID,AssessmentID,CompetencyID,Score,ResponseDate
8576,P3380,A005,C001,5,2024-12-31
8577,P6155,A004,C003,4,2024-12-31
8578,P3084,A003,C004,5,2024-12-31
8579,P2860,A005,C008,5,2024-12-31
8580,P3532,A005,C008,1,2024-12-31
8581,P4584,A004,C010,2,2024-12-31
8582,P5428,A001,C002,1,2024-12-31
8583,P9852,A003,C005,2,2024-12-31
8584,P1796,A003,C010,5,2024-12-31
8585,P8288,A005,C010,5,2024-12-31
8586,P5618,A004,C004,5,2024-12-31
8587,P9663,A001,C006,2,2024-12-31
8588,P9773,A002,C008,3,2024-12-31
8589,P8874,A004,C004,2,2024-12-31
8590,P5734,A003,C010,2,2024-12-31
8591,P5046,A001,C006,1,2024-12-31
8592,P3030,A004,C003,1,2024-12-31
8593,P4194,A004,C002,1,2024-12-31
8594,P6446,A005,C009,3,2024-12-31
8595,P6751,A003,C001,2,2024-12-31
8596,P8432,A004,C006,2,2024-12-31
8597,P9190,A005,C003,2,2024-12-31
8598,P1073,A001,C009,5,2024-12-31
8599,P5892,A003,C002,2,2024-12-31
8600,P7135,A002,C009,2,2024-12-31
8601,P4099,A002,C009,1,2024-12-31
8602,P6084,A004,C006,1,2024-12-31
8603,P2243,A005,C010,2,2024-12-31
8604,P9404,A005,C008,4,2024-12-31
8605,P6058,A005,C002,4,2024-12-31
8606,P6586,A001,C003,2,2024-12-31
8607,P10096,A003,C006,5,2024-12-31
8608,P5406,A003,C005,3,2024-12-31
8609,P9910,A003,C005,1,2024-12-31
8610,P6215,A004,C004,2,2024-12-31
8611,P4867,A003,C009,5,2024-12-31
8612,P4035,A005,C008,5,2024-12-31
8613,P10568,A001,C007,4,2024-12-31
8614,P3521,A004,C007,3,2024-12-31
8615,P1561,A002,C003,1,2024-12-31
8616,P2938,A003,C003,3,2024-12-31
8617,P4507,A003,C010,3,2024-12-31
8618,P6277,A005,C007,5,2024-12-31
8619,P1696,A005,C005,4,2024-12-31
8620,P6415,A001,C005,3,2024-12-31
8621,P6183,A003,C005,4,2024-12-31
8622,P9819,A005,C006,5,2024-12-31
8623,P9822,A003,C004,1,2024-12-31
8624,P9737,A005,C002,3,2024-12-31
8625,P3973,A005,C004,4,2024-12-31
8626,P6198,A001,C009,1,2024-12-31
8627,P7338,A003,C006,4,2024-12-31
8628,P4770,A004,C008,3,2024-12-31
8629,P1449,A005,C005,4,2024-12-31
8630,P3310,A001,C010,5,2024-12-31
8631,P4101,A001,C004,5,2024-12-31
8632,P4198,A005,C007,4,2024-12-31
8633,P10445,A004,C001,5,2024-12-31
8634,P7822,A004,C005,3,2024-12-31
8635,P6602,A005,C001,4,2024-12-31
8636,P9473,A002,C001,3,2024-12-31
8637,P2933,A002,C004,4,2024-12-31
8638,P6751,A005,C009,3,2024-12-31
8639,P8270,A003,C010,4,2024-12-31
8640,P6487,A005,C007,1,2024-12-31
8641,P3743,A001,C001,4,2024-12-31
8642,P1072,A005,C001,1,2024-12-31
8643,P5912,A001,C008,4,2024-12-31
8644,P2820,A004,C008,5,2024-12-31
8645,P7516,A001,C004,5,2024-12-31
8646,P4161,A004,C009,5,2024-12-31
8647,P3903,A002,C001,3,2024-12-31
8648,P10530,A002,C009,5,2024-12-31
8649,P10291,A001,C003,2,2024-12-31
8650,P7285,A001,C009,3,2024-12-31
8651,P4491,A001,C007,3,2024-12-31
8652,P1094,A001,C002,5,2024-12-31
8653,P9842,A003,C008,1,2024-12-31
8654,P6255,A002,C009,2,2024-12-31
8655,P8553,A003,C007,5,2024-12-31
8656,P1797,A005,C010,1,2024-12-31
8657,P5731,A005,C006,3,2024-12-31
8658,P6144,A005,C007,1,2024-12-31
8659,P9858,A001,C006,5,2024-12-31
8660,P7315,A003,C003,4,2024-12-31
8661,P4034,A002,C006,5,2024-12-31
8662,P1251,A005,C003,5,2024-12-31
8663,P8455,A004,C004,5,2024-12-31
8664,P10551,A001,C003,3,2024-12-31
8665,P4550,A005,C006,5,2024-12-31
8666,P5925,A002,C003,2,2024-12-31
8667,P10835,A003,C010,5,2024-12-31
8668,P7798,A005,C006,3,2024-12-31
8669,P3668,A003,C007,2,2024-12-31
8670,P1394,A005,C002,4,2024-12-31
8671,P8507,A004,C003,1,2024-12-31
8672,P7804,A004,C004,3,2024-12-31
8673,P2011,A003,C007,1,2024-12-31
8674,P6142,A001,C002,2,2024-12-31
8675,P9438,A005,C006,5,2024-12-31
8676,P7334,A001,C006,5,2024-12-31
8677,P8245,A001,C006,3,2024-12-31
8678,P1480,A005,C005,3,2024-12-31
8679,P7848,A001,C005,2,2024-12-31
8680,P10525,A004,C009,3,2024-12-31
8681,P10404,A004,C002,5,2024-12-31
8682,P3806,A002,C004,4,2024-12-31
8683,P8325,A005,C004,1,2024-12-31
8684,P7004,A002,C007,3,2024-12-31
8685,P7049,A004,C005,5,2024-12-31
8686,P10381,A003,C010,1,2024-12-31
8687,P6576,A002,C005,4,2024-12-31
8688,P4683,A002,C006,4,2024-12-31
8689,P2462,A002,C005,3,2024-12-31
8690,P10741,A001,C003,5,2024-12-31
8691,P6506,A003,C008,5,2024-12-31
8692,P9969,A002,C002,2,2024-12-31
8693,P10338,A002,C003,5,2024-12-31
8694,P9508,A001,C009,5,2024-12-31
8695,P4182,A002,C007,3,2024-12-31
8696,P4992,A003,C002,3,2024-12-31
8697,P5245,A002,C009,1,2024-12-31
8698,P10307,A004,C006,2,2024-12-31
8699,P4891,A002,C009,5,2024-12-31
8700,P1881,A004,C006,4,2024-12-31
8701,P10169,A005,C003,5,2024-12-31
8702,P7224,A001,C008,2,2024-12-31
8703,P3588,A004,C007,3,2024-12-31
8704,P10416,A004,C009,3,2024-12-31
8705,P2864,A004,C007,4,2024-12-31
8706,P8739,A004,C008,5,2024-12-31
8707,P6202,A005,C009,1,2024-12-31
8708,P10901,A005,C008,5,2024-12-31
8709,P1071,A004,C009,5,2024-12-31
8710,P9019,A001,C010,3,2024-12-31
8711,P10120,A002,C004,3,2024-12-31
8712,P1075,A002,C005,4,2024-12-31
8713,P4925,A001,C002,2,2024-12-31
8714,P10608,A002,C010,5,2024-12-31
8715,P6077,A001,C001,2,2024-12-31
8716,P3574,A004,C009,2,2024-12-31
8717,P2915,A001,C009,4,2024-12-31
8718,P7070,A004,C001,2,2024-12-31
8719,P3540,A004,C005,2,2024-12-31
8720,P1993,A004,C008,2,2024-12-31
8721,P2527,A002,C003,1,2024-12-31
8722,P9149,A001,C008,4,2024-12-31
8723,P9506,A001,C005,1,2024-12-31
8724,P7241,A001,C002,3,2024-12-31
8725,P8035,A005,C007,3,2024-12-31
8726,P10689,A002,C004,1,2024-12-31
8727,P9005,A005,C010,2,2024-12-31
8728,P3098,A001,C008,4,2024-12-31
8729,P3701,A002,C008,3,2024-12-31
8730,P1521,A002,C008,5,2024-12-31
8731,P9991,A002,C005,5,2024-12-31
8732,P10589,A004,C008,5,2024-12-31
8733,P4115,A002,C003,5,2024-12-31
8734,P10628,A002,C003,5,2024-12-31
8735,P8575,A003,C001,4,2024-12-31
8736,P6287,A005,C002,5,2024-12-31
8737,P2116,A003,C008,5,2024-12-31
8738,P3641,A002,C003,1,2024-12-31
8739,P9123,A003,C001,4,2024-12-31
8740,P9852,A004,C008,2,2024-12-31
8741,P8848,A002,C008,5,2024-12-31
8742,P1214,A001,C004,1,2024-12-31
8743,P2149,A001,C008,1,2024-12-31
8744,P7800,A005,C010,1,2024-12-31
8745,P6148,A003,C008,1,2024-12-31
8746,P10738,A004,C003,1,2024-12-31
8747,P4282,A005,C010,1,2024-12-31
8748,P1845,A002,C010,2,2024-12-31
8749,P10958,A004,C010,5,2024-12-31
8750,P5028,A002,C004,2,2024-12-31
8751,P10078,A004,C005,5,2024-12-31
8752,P2869,A002,C002,4,2024-12-31
8753,P6234,A003,C007,1,2024-12-31
8754,P2413,A005,C003,1,2024-12-31
8755,P10899,A002,C008,5,2024-12-31
8756,P8483,A001,C006,2,2024-12-31
8757,P7503,A003,C001,1,2024-12-31
8758,P5328,A001,C010,4,2024-12-31
8759,P6473,A004,C008,3,2024-12-31
8760,P7980,A002,C005,4,2024-12-31
8761,P8542,A005,C003,2,2024-12-31
8762,P2399,A004,C003,4,2024-12-31
8763,P2021,A005,C002,3,2024-12-31
8764,P8181,A002,C010,1,2024-12-31
8765,P4138,A005,C004,5,2024-12-31
8766,P1081,A002,C005,3,2024-12-31
8767,P10016,A003,C001,3,2024-12-31
8768,P4218,A002,C009,5,2024-12-31
8769,P5227,A004,C002,3,2024-12-31
8770,P4896,A004,C005,3,2024-12-31
8771,P7010,A004,C009,4,2024-12-31
8772,P4271,A001,C006,4,2024-12-31
8773,P1713,A002,C009,5,2024-12-31
8774,P8770,A002,C003,4,2024-12-31
8775,P3777,A003,C002,1,2024-12-31
8776,P5085,A001,C007,1,2024-12-31
8777,P2105,A003,C009,2,2024-12-31
8778,P6466,A005,C001,5,2024-12-31
8779,P10636,A005,C008,2,2024-12-31
8780,P1130,A004,C002,4,2024-12-31
8781,P2261,A003,C010,1,2024-12-31
8782,P8090,A002,C010,2,2024-12-31
8783,P5792,A004,C001,3,2024-12-31
8784,P10604,A005,C005,5,2024-12-31
8785,P1486,A003,C008,4,2024-12-31
8786,P6960,A002,C008,1,2024-12-31
8787,P5484,A004,C002,5,2024-12-31
8788,P4138,A005,C009,2,2024-12-31
8789,P7664,A005,C001,2,2024-12-31
8790,P9803,A001,C009,2,2024-12-31
8791,P3783,A003,C008,4,2024-12-31
8792,P3593,A004,C009,3,2024-12-31
8793,P7392,A001,C004,2,2024-12-31
8794,P5150,A002,C008,4,2024-12-31
8795,P10158,A005,C009,5,2024-12-31
8796,P10111,A005,C005,5,2024-12-31
8797,P9854,A004,C007,3,2024-12-31
8798,P7574,A005,C004,1,2024-12-31
8799,P1942,A001,C010,5,2024-12-31
8800,P1384,A001,C007,4,2024-12-31
8801,P1289,A002,C008,4,2024-12-31
8802,P7056,A005,C007,3,2024-12-31
8803,P5326,A001,C010,2,2024-12-31
8804,P3143,A002,C008,1,2024-12-31
8805,P1963,A004,C009,5,2024-12-31
8806,P10321,A005,C005,3,2024-12-31
8807,P3917,A004,C002,2,2024-12-31
8808,P10390,A002,C002,4,2024-12-31
8809,P8049,A005,C005,2,2024-12-31
8810,P9282,A001,C004,3,2024-12-31
8811,P6022,A002,C005,4,2024-12-31
8812,P3280,A003,C004,3,2024-12-31
8813,P7094,A003,C004,4,2024-12-31
8814,P8710,A005,C006,2,2024-12-31
8815,P3358,A004,C009,3,2024-12-31
8816,P5229,A003,C003,2,2024-12-31
8817,P10944,A003,C008,1,2024-12-31
8818,P6454,A004,C005,1,2024-12-31
8819,P3768,A002,C001,1,2024-12-31
8820,P9877,A002,C009,5,2024-12-31
8821,P7746,A001,C006,2,2024-12-31
8822,P9294,A005,C007,5,2024-12-31
8823,P2111,A001,C006,2,2024-12-31
8824,P2502,A003,C004,4,2024-12-31
8825,P9722,A005,C008,5,2024-12-31
8826,P8898,A001,C010,2,2024-12-31
8827,P7634,A005,C002,5,2024-12-31
8828,P1466,A005,C010,5,2024-12-31
8829,P4128,A001,C007,5,2024-12-31
8830,P1408,A002,C009,1,2024-12-31
8831,P7952,A002,C002,4,2024-12-31
8832,P7760,A001,C003,5,2024-12-31
8833,P1405,A002,C002,5,2024-12-31
8834,P2868,A001,C004,5,2024-12-31
8835,P7346,A001,C001,4,2024-12-31
8836,P9051,A003,C010,4,2024-12-31
8837,P6584,A002,C010,3,2024-12-31
8838,P5475,A004,C007,2,2024-12-31
8839,P8227,A001,C009,4,2024-12-31
8840,P2920,A001,C007,4,2024-12-31
8841,P7369,A001,C010,1,2024-12-31
8842,P3639,A002,C009,4,2024-12-31
8843,P6595,A004,C009,1,2024-12-31
8844,P6374,A004,C008,4,2024-12-31
8845,P1228,A001,C007,4,2024-12-31
8846,P6072,A005,C004,4,2024-12-31
8847,P7627,A001,C003,4,2024-12-31
8848,P10097,A003,C005,4,2024-12-31
8849,P4335,A005,C004,1,2024-12-31
8850,P3819,A003,C005,1,2024-12-31
8851,P10511,A002,C004,1,2024-12-31
8852,P6490,A002,C010,1,2024-12-31
8853,P1741,A005,C008,4,2024-12-31
8854,P2393,A004,C005,3,2024-12-31
8855,P9484,A003,C001,5,2024-12-31
8856,P3945,A002,C007,5,2024-12-31
8857,P3950,A003,C008,5,2024-12-31
8858,P2866,A004,C009,5,2024-12-31
8859,P9204,A001,C009,5,2024-12-31
8860,P9014,A002,C006,4,2024-12-31
8861,P4708,A002,C005,3,2024-12-31
8862,P8943,A004,C008,5,2024-12-31
8863,P4262,A004,C003,3,2024-12-31
8864,P6530,A002,C009,5,2024-12-31
8865,P9031,A003,C001,4,2024-12-31
8866,P2463,A002,C005,4,2024-12-31
8867,P2872,A003,C009,3,2024-12-31
8868,P1806,A003,C001,5,2024-12-31
8869,P8078,A004,C005,4,2024-12-31
8870,P6094,A005,C002,3,2024-12-31
8871,P2643,A001,C010,5,2024-12-31
8872,P1768,A002,C002,4,2024-12-31
8873,P7373,A004,C006,4,2024-12-31
8874,P6486,A005,C001,3,2024-12-31
8875,P5431,A002,C003,2,2024-12-31
8876,P9798,A003,C010,3,2024-12-31
8877,P6773,A004,C009,1,2024-12-31
8878,P6521,A003,C004,4,2024-12-31
8879,P6982,A001,C009,5,2024-12-31
8880,P3498,A005,C010,4,2024-12-31
8881,P3608,A003,C010,2,2024-12-31
8882,P3183,A005,C008,4,2024-12-31
8883,P1823,A002,C009,4,2024-12-31
8884,P1285,A004,C007,2,2024-12-31
8885,P1868,A002,C007,3,2024-12-31
8886,P2630,A003,C003,1,2024-12-31
8887,P1009,A002,C009,5,2024-12-31
8888,P8211,A002,C001,5,2024-12-31
8889,P4271,A002,C010,3,2024-12-31
8890,P9147,A002,C008,5,2024-12-31
8891,P1656,A005,C009,5,2024-12-31
8892,P7899,A003,C007,1,2024-12-31
8893,P4371,A004,C003,1,2024-12-31
8894,P4638,A003,C007,4,2024-12-31
8895,P3608,A002,C004,2,2024-12-31
8896,P8061,A001,C008,3,2024-12-31
8897,P1174,A004,C004,3,2024-12-31
8898,P10904,A003,C004,2,2024-12-31
8899,P10518,A004,C003,2,2024-12-31
8900,P1351,A004,C008,1,2024-12-31
8901,P1039,A001,C008,1,2024-12-31
8902,P5084,A003,C007,3,2024-12-31
8903,P6797,A004,C005,5,2024-12-31
8904,P7538,A004,C009,3,2024-12-31
8905,P2788,A001,C003,5,2024-12-31
8906,P6551,A003,C008,2,2024-12-31
8907,P10561,A004,C002,5,2024-12-31
8908,P7445,A001,C010,4,2024-12-31
8909,P1374,A001,C004,2,2024-12-31
8910,P6654,A004,C009,3,2024-12-31
8911,P10905,A005,C002,1,2024-12-31
8912,P7720,A001,C006,3,2024-12-31
8913,P10525,A002,C002,3,2024-12-31
8914,P3082,A005,C006,1,2024-12-31
8915,P4664,A004,C008,4,2024-12-31
8916,P3118,A005,C009,2,2024-12-31
8917,P2380,A003,C004,1,2024-12-31
8918,P8787,A005,C007,5,2024-12-31
8919,P5499,A002,C007,2,2024-12-31
8920,P1146,A001,C001,5,2024-12-31
8921,P7450,A003,C007,2,2024-12-31
8922,P5269,A002,C003,3,2024-12-31
8923,P10529,A001,C002,1,2024-12-31
8924,P6532,A003,C005,1,2024-12-31
8925,P8451,A002,C009,2,2024-12-31
8926,P8936,A002,C003,2,2024-12-31
8927,P9270,A004,C009,5,2024-12-31
8928,P4445,A003,C002,1,2024-12-31
8929,P2683,A001,C006,3,2024-12-31
8930,P6621,A005,C002,2,2024-12-31
8931,P9649,A003,C007,2,2024-12-31
8932,P2340,A004,C009,1,2024-12-31
8933,P5644,A004,C008,4,2024-12-31
8934,P4916,A002,C005,1,2024-12-31
8935,P9827,A004,C005,4,2024-12-31
8936,P9720,A002,C009,1,2024-12-31
8937,P9516,A005,C008,4,2024-12-31
8938,P10256,A002,C008,2,2024-12-31
8939,P6873,A002,C002,5,2024-12-31
8940,P3291,A001,C004,4,2024-12-31
8941,P4320,A003,C009,1,2024-12-31
8942,P10828,A002,C002,2,2024-12-31
8943,P10673,A001,C006,2,2024-12-31
8944,P5387,A004,C003,2,2024-12-31
8945,P9613,A005,C003,2,2024-12-31
8946,P4604,A003,C009,3,2024-12-31
8947,P5228,A002,C004,1,2024-12-31
8948,P9984,A003,C005,5,2024-12-31
8949,P9414,A004,C005,5,2024-12-31
8950,P2302,A002,C010,3,2024-12-31
8951,P9007,A005,C006,4,2024-12-31
8952,P10523,A002,C008,3,2024-12-31
8953,P1081,A001,C004,3,2024-12-31
8954,P7974,A002,C008,2,2024-12-31
8955,P5097,A005,C006,1,2024-12-31
8956,P10939,A001,C005,5,2024-12-31
8957,P4611,A004,C007,5,2024-12-31
8958,P2529,A003,C002,3,2024-12-31
8959,P2623,A005,C001,2,2024-12-31
8960,P4563,A003,C009,5,2024-12-31
8961,P9377,A005,C006,4,2024-12-31
8962,P7004,A004,C004,4,2024-12-31
8963,P7482,A002,C002,1,2024-12-31
8964,P2690,A004,C002,3,2024-12-31
8965,P9273,A002,C009,2,2024-12-31
8966,P7253,A005,C010,4,2024-12-31
8967,P9757,A004,C010,3,2024-12-31
8968,P7230,A005,C001,5,2024-12-31
8969,P1019,A005,C008,4,2024-12-31
8970,P8983,A002,C008,4,2024-12-31
8971,P8576,A002,C008,1,2024-12-31
8972,P5465,A005,C002,2,2024-12-31
8973,P8040,A004,C008,3,2024-12-31
8974,P9085,A003,C004,4,2024-12-31
8975,P1700,A004,C001,2,2024-12-31
8976,P10975,A004,C006,3,2024-12-31
8977,P9499,A003,C006,1,2024-12-31
8978,P3685,A002,C007,2,2024-12-31
8979,P3868,A002,C004,2,2024-12-31
8980,P2225,A002,C004,1,2024-12-31
8981,P1549,A005,C002,5,2024-12-31
8982,P7185,A002,C004,3,2024-12-31
8983,P9384,A002,C003,3,2024-12-31
8984,P3490,A002,C003,3,2024-12-31
8985,P10579,A002,C009,1,2024-12-31
8986,P7200,A005,C002,2,2024-12-31
8987,P4795,A001,C004,5,2024-12-31
8988,P2473,A003,C007,5,2024-12-31
8989,P4966,A001,C010,4,2024-12-31
8990,P6657,A003,C009,2,2024-12-31
8991,P7573,A002,C002,2,2024-12-31
8992,P8229,A003,C007,5,2024-12-31
8993,P1919,A005,C003,2,2024-12-31
8994,P1357,A004,C008,2,2024-12-31
8995,P6979,A001,C007,2,2024-12-31
8996,P2903,A005,C008,4,2024-12-31
8997,P8706,A004,C001,5,2024-12-31
8998,P5585,A005,C002,5,2024-12-31
8999,P9854,A005,C010,1,2024-12-31
9000,P7705,A004,C004,1,2024-12-31
9001,P4775,A003,C002,3,2024-12-31
9002,P9840,A001,C009,1,2024-12-31
9003,P7068,A001,C006,2,2024-12-31
9004,P6415,A004,C003,1,2024-12-31
9005,P9254,A002,C009,4,2024-12-31
9006,P4427,A002,C009,1,2024-12-31
9007,P1035,A005,C003,3,2024-12-31
9008,P2569,A005,C007,3,2024-12-31
9009,P9364,A003,C009,2,2024-12-31
9010,P8528,A001,C006,2,2024-12-31
9011,P7661,A005,C009,2,2024-12-31
9012,P7257,A005,C004,2,2024-12-31
9013,P6533,A003,C003,5,2024-12-31
9014,P5477,A002,C007,5,2024-12-31
9015,P9289,A001,C003,2,2024-12-31
9016,P10777,A002,C001,5,2024-12-31
9017,P10826,A001,C009,4,2024-12-31
9018,P9478,A005,C007,3,2024-12-31
9019,P7899,A002,C001,5,2024-12-31
9020,P2830,A004,C002,3,2024-12-31
9021,P6906,A002,C002,3,2024-12-31
9022,P5831,A002,C008,3,2024-12-31
9023,P8266,A004,C009,1,2024-12-31
9024,P2389,A003,C010,2,2024-12-31
9025,P2876,A001,C005,4,2024-12-31
9026,P6086,A004,C009,5,2024-12-31
9027,P9928,A003,C001,3,2024-12-31
9028,P10747,A002,C007,4,2024-12-31
9029,P10677,A004,C002,4,2024-12-31
9030,P9561,A002,C004,1,2024-12-31
9031,P5444,A003,C006,2,2024-12-31
9032,P8308,A002,C004,1,2024-12-31
9033,P3879,A005,C003,1,2024-12-31
9034,P10209,A003,C003,5,2024-12-31
9035,P5019,A001,C005,4,2024-12-31
9036,P9274,A005,C006,3,2024-12-31
9037,P7976,A005,C001,5,2024-12-31
9038,P4794,A005,C009,1,2024-12-31
9039,P5365,A001,C001,2,2024-12-31
9040,P6942,A002,C002,2,2024-12-31
9041,P10254,A002,C008,1,2024-12-31
9042,P6961,A001,C010,4,2024-12-31
9043,P3954,A005,C006,5,2024-12-31
9044,P3993,A003,C003,4,2024-12-31
9045,P3779,A004,C004,2,2024-12-31
9046,P7971,A004,C001,4,2024-12-31
9047,P1836,A001,C002,1,2024-12-31
9048,P4058,A001,C003,3,2024-12-31
9049,P8920,A003,C005,4,2024-12-31
9050,P5832,A001,C010,2,2024-12-31
9051,P7520,A001,C003,5,2024-12-31
9052,P2723,A004,C009,1,2024-12-31
9053,P5386,A001,C008,3,2024-12-31
9054,P4291,A004,C006,1,2024-12-31
9055,P3012,A002,C007,4,2024-12-31
9056,P2715,A005,C010,5,2024-12-31
9057,P6701,A001,C005,2,2024-12-31
9058,P2218,A002,C004,1,2024-12-31
9059,P9515,A004,C002,1,2024-12-31
9060,P8533,A003,C010,1,2024-12-31
9061,P7280,A004,C006,4,2024-12-31
9062,P4938,A002,C002,3,2024-12-31
9063,P9848,A004,C009,5,2024-12-31
9064,P9459,A004,C007,1,2024-12-31
9065,P10938,A001,C004,4,2024-12-31
9066,P1806,A003,C006,3,2024-12-31
9067,P10634,A001,C007,2,2024-12-31
9068,P6777,A005,C001,4,2024-12-31
9069,P6917,A004,C006,1,2024-12-31
9070,P10267,A001,C003,4,2024-12-31
9071,P5336,A005,C001,2,2024-12-31
9072,P8167,A005,C005,5,2024-12-31
9073,P5241,A001,C001,5,2024-12-31
9074,P2705,A001,C006,2,2024-12-31
9075,P9832,A001,C003,3,2024-12-31
9076,P3505,A003,C006,4,2024-12-31
9077,P5781,A001,C009,4,2024-12-31
9078,P8757,A004,C007,2,2024-12-31
9079,P2936,A005,C002,2,2024-12-31
9080,P1757,A001,C003,3,2024-12-31
9081,P5643,A005,C001,1,2024-12-31
9082,P9834,A004,C009,1,2024-12-31
9083,P7954,A003,C003,2,2024-12-31
9084,P4483,A003,C009,3,2024-12-31
9085,P9003,A003,C005,5,2024-12-31
9086,P10834,A001,C010,4,2024-12-31
9087,P8099,A001,C006,4,2024-12-31
9088,P8525,A002,C010,2,2024-12-31
9089,P2506,A002,C008,2,2024-12-31
9090,P6132,A003,C002,4,2024-12-31
9091,P6017,A003,C006,2,2024-12-31
9092,P6842,A001,C006,1,2024-12-31
9093,P5660,A005,C001,5,2024-12-31
9094,P8333,A001,C002,5,2024-12-31
9095,P2591,A003,C001,4,2024-12-31
9096,P5491,A001,C006,5,2024-12-31
9097,P5491,A004,C005,3,2024-12-31
9098,P10521,A001,C001,2,2024-12-31
9099,P10609,A003,C001,1,2024-12-31
9100,P8768,A001,C001,3,2024-12-31
9101,P10488,A002,C009,5,2024-12-31
9102,P10767,A001,C008,1,2024-12-31
9103,P4550,A003,C010,5,2024-12-31
9104,P7897,A004,C004,1,2024-12-31
9105,P3276,A001,C001,2,2024-12-31
9106,P3076,A002,C001,3,2024-12-31
9107,P8474,A001,C010,4,2024-12-31
9108,P8416,A001,C002,1,2024-12-31
9109,P5904,A001,C009,3,2024-12-31
9110,P9881,A004,C001,5,2024-12-31
9111,P1023,A002,C006,3,2024-12-31
9112,P4721,A001,C002,5,2024-12-31
9113,P9197,A003,C004,3,2024-12-31
9114,P5221,A001,C002,3,2024-12-31
9115,P1049,A002,C002,4,2024-12-31
9116,P10282,A004,C003,4,2024-12-31
9117,P2180,A002,C009,3,2024-12-31
9118,P8883,A002,C009,5,2024-12-31
9119,P2479,A003,C007,2,2024-12-31
9120,P9019,A002,C001,2,2024-12-31
9121,P6706,A002,C009,3,2024-12-31
9122,P3710,A004,C007,1,2024-12-31
9123,P7412,A003,C007,2,2024-12-31
9124,P6539,A001,C010,5,2024-12-31
9125,P6890,A002,C009,2,2024-12-31
9126,P5606,A005,C002,1,2024-12-31
9127,P10091,A004,C001,2,2024-12-31
9128,P6402,A002,C007,3,2024-12-31
9129,P1289,A005,C007,3,2024-12-31
9130,P7450,A004,C008,1,2024-12-31
9131,P6071,A004,C010,5,2024-12-31
9132,P10087,A004,C001,2,2024-12-31
9133,P3669,A002,C007,1,2024-12-31
9134,P6634,A001,C006,4,2024-12-31
9135,P7442,A001,C002,5,2024-12-31
9136,P4843,A002,C007,2,2024-12-31
9137,P10617,A004,C001,2,2024-12-31
9138,P9420,A003,C010,3,2024-12-31
9139,P6444,A003,C002,2,2024-12-31
9140,P8992,A002,C002,2,2024-12-31
9141,P7926,A003,C005,2,2024-12-31
9142,P5263,A003,C005,1,2024-12-31
9143,P1724,A005,C009,5,2024-12-31
9144,P10104,A001,C003,1,2024-12-31
9145,P4892,A005,C004,4,2024-12-31
9146,P7409,A002,C004,1,2024-12-31
9147,P1884,A004,C005,5,2024-12-31
9148,P6782,A004,C009,1,2024-12-31
9149,P2943,A003,C006,5,2024-12-31
9150,P3142,A004,C005,3,2024-12-31
9151,P5321,A003,C002,2,2024-12-31
9152,P10311,A002,C003,2,2024-12-31
9153,P2622,A002,C009,5,2024-12-31
9154,P3783,A005,C005,4,2024-12-31
9155,P5582,A001,C003,2,2024-12-31
9156,P1982,A003,C006,2,2024-12-31
9157,P6939,A001,C003,1,2024-12-31
9158,P4689,A004,C006,5,2024-12-31
9159,P3150,A001,C010,3,2024-12-31
9160,P9258,A001,C007,3,2024-12-31
9161,P9533,A003,C008,4,2024-12-31
9162,P3912,A002,C006,4,2024-12-31
9163,P3844,A002,C009,5,2024-12-31
9164,P5401,A001,C006,2,2024-12-31
9165,P3439,A001,C008,2,2024-12-31
9166,P8100,A002,C009,1,2024-12-31
9167,P8000,A005,C002,1,2024-12-31
9168,P4623,A002,C003,4,2024-12-31
9169,P4089,A003,C008,4,2024-12-31
9170,P3559,A001,C004,1,2024-12-31
9171,P1490,A005,C007,3,2024-12-31
9172,P9630,A003,C004,5,2024-12-31
9173,P8921,A002,C006,3,2024-12-31
9174,P3842,A003,C010,3,2024-12-31
9175,P9713,A002,C009,3,2024-12-31
9176,P10354,A003,C006,4,2024-12-31
9177,P1866,A001,C009,5,2024-12-31
9178,P8911,A005,C005,2,2024-12-31
9179,P2352,A004,C010,1,2024-12-31
9180,P5575,A004,C004,5,2024-12-31
9181,P10993,A004,C004,5,2024-12-31
9182,P4163,A003,C006,1,2024-12-31
9183,P9535,A005,C004,2,2024-12-31
9184,P10635,A001,C003,4,2024-12-31
9185,P3984,A004,C002,4,2024-12-31
9186,P4565,A001,C003,5,2024-12-31
9187,P3849,A001,C010,2,2024-12-31
9188,P7511,A003,C008,3,2024-12-31
9189,P7669,A003,C003,5,2024-12-31
9190,P3408,A003,C009,5,2024-12-31
9191,P8597,A005,C004,2,2024-12-31
9192,P4791,A002,C010,1,2024-12-31
9193,P6652,A003,C002,2,2024-12-31
9194,P6827,A003,C009,5,2024-12-31
9195,P4424,A005,C001,3,2024-12-31
9196,P6856,A002,C009,4,2024-12-31
9197,P7272,A002,C001,4,2024-12-31
9198,P6863,A004,C002,2,2024-12-31
9199,P8208,A002,C008,1,2024-12-31
9200,P2677,A001,C009,5,2024-12-31
9201,P7845,A003,C001,2,2024-12-31
9202,P3730,A004,C003,5,2024-12-31
9203,P9093,A004,C003,1,2024-12-31
9204,P6291,A003,C008,1,2024-12-31
9205,P10379,A001,C004,4,2024-12-31
9206,P9625,A001,C001,4,2024-12-31
9207,P5700,A001,C001,2,2024-12-31
9208,P6504,A001,C004,3,2024-12-31
9209,P1327,A001,C008,3,2024-12-31
